SOCIETY_CD,SOCIETY_NAME,CREATED_DATE,CREATED_BY
'SPSSI','Society for the Psychological Study of Social Issues',sysdate,0
'SPWDAPA','Society for the Psychology of Women, Division 35 of the American Psychological Association',sysdate,0
'SSSR','Society for the Scientific Study of Religion',sysdate,0
'SSEPC','Society for the Study of Evolution',sysdate,0
'SSSB','Society for the Study of Species Biology',sysdate,0
'SSSI','Society for the Study of Symbolic Interaction',sysdate,0
'SVE','Society for Vector Ecology',sysdate,0
'SWP','Society for Women in Philosophy',sysdate,0
'SDT','Society of Dairy Technology',sysdate,0
'SDC','Society of Dyers and Colourists',sysdate,0
'SETC','Society of Environmental Toxicology and Chemistry',sysdate,0
'SGIM','Society of General Internal Medicine',sysdate,0
'SHM','Society of Hospital Medicine',sysdate,0
'SHPA','Society of Hospital Pharmacists of Australia',sysdate,0
'SIC','Society of Industrial Chemistry',sysdate,0
'SLS','Society of Legal Scholars',sysdate,0
'SPE','Society of Plastics Engineers',sysdate,0
'SRG','Society of Resource Geology',sysdate,0
'SSCWD','Society on Sarcopenia, Cachexia and Wasting Disorders',sysdate,0
'SCLAS','Southeastern Council on Latin American Studies',sysdate,0
'SEA','Southern Economic Association',sysdate,0
'SFASFA','Southern Finance Association and the Southwestern Finance Association',sysdate,0
'SSSA','Southwestern Social Science Association',sysdate,0
'SCDA','Special Care Dentistry Association',sysdate,0
'SJDS','St. John''s Dermatological Society',sysdate,0
'SSC','Statistical Society of Canada',sysdate,0
'SIV','Steel Institute VDEh',sysdate,0
'ST','Stifielsen Theoria',sysdate,0
'SMS','Strategic Management Society',sysdate,0
'SCHS','Supreme Court Historical Society',sysdate,0
'SGS','Swedish Geophysical Society',sysdate,0
'SIMR','Swedish Institute for Metals Research',sysdate,0
'SSAG','Swedish Society for Anthropology and Geography',sysdate,0
'SSS','Swedish Statistical Society',sysdate,0
'SDS','System Dynamics Society',sysdate,0
'TSPCM','Taiwan Society of Pulmonary?and?Critical Care Medicine?',sysdate,0
'TST','Teaching Statistics Trust',sysdate,0
'TIA','TESOL International Association',sysdate,0
'TAFUS','The Accounting Foundation, University of Sydney',sysdate,0
'TAACRAO','The American Association of Collegiate Registrars and Admissions Officers',sysdate,0
'TAPOS','The American Psychosocial Oncology Society',sysdate,0
'TBESS','The British Elbow and Shoulder Society',sysdate,0
'TCSJ','The Chemical Society of Japan',sysdate,0
'TCTBUH','The Council on Tall Buildings and Urban Habitat',sysdate,0
'TESA','The Economic Society of Australia',sysdate,0
'TESBES','The European Society of Biochemical Engineering Sciences',sysdate,0
'BFIMRT','BAM: Federal Institute for Materials Research and Testing',sysdate,0
'THC','The Hastings Center',sysdate,0
'TIBD','The Institute of Brewing & Distilling',sysdate,0
'TIACST','The International Association for Cereal Science and Technology',sysdate,0
'KATRD','The?Korean Academy of Tuberculosis and Respiratory Disease',sysdate,0
'TMS','The Meteoritical Society ',sysdate,0
'TOBYS','The Obesity Society ',sysdate,0
'TPA','The Palaeontological Association',sysdate,0
'TPSGBI','The Pathological Society of Great Britain and Ireland',sysdate,0
'NRHAS','National Rural Health Association',sysdate,0
'PS','Pacioli Society',sysdate,0
'TSAP','The Society of Analytical Psychology',sysdate,0
'TSANZ','The Thoracic Society of Austrailia and New Zealand',sysdate,0
'TTS','The Triological Society',sysdate,0
'TWS','The Wildlife Society',sysdate,0
'TS','Transplantation Society',sysdate,0
'TFRCP','Trustees For Roman Catholic Purposes',sysdate,0
'TBER','Trustees of the Bulletin of Economic Research',sysdate,0
'ASIM','Austrian Society of Internal Medicine',sysdate,0
'UV','UK Vet',sysdate,0
'PAS','Pathological Society',sysdate,0
'UICC','Union for International Cancer Control',sysdate,0
'UN','United Nations',sysdate,0
'UKLA','United Kingdom Literacy Association',sysdate,0
'USASBE','United States Association for Small Business and Entrepreneurship',sysdate,0
'UCWR','Universities Council on Water Resources ',sysdate,0
'UACES','University Association for Contemporary European Studies',sysdate,0
'UAU','University of Adelaide/Flinders University',sysdate,0
'UB','University of Bologna',sysdate,0
'UI','University of Illinois ',sysdate,0
'UM','University of Memphis',sysdate,0
'PHOS','Photomedicine Society',sysdate,0
'UQ','University of Queensland',sysdate,0
'USC','University of Southern California ',sysdate,0
'UAA','Urban Affairs Association',sysdate,0
'PHYS','Physiology Society',sysdate,0
'VERCC','Veterinary Emergency and Critical Care Society',sysdate,0
'WSSJ','Weed Science Society of Japan',sysdate,0
'WU','Wesleyan University ',sysdate,0
'WEAI','Western Economic Association International',sysdate,0
'PHSA','Phycological Society of America',sysdate,0
'WML','Wilmott Magazine Ltd.',sysdate,0
'WAS','World Aquaculture Society',sysdate,0
'WAMSOR','World Association for Market, Social and Opinion Research',sysdate,0
'WCASG','World Coal Association and the Shenhua Group',sysdate,0
'WCC','World Council of Churches',sysdate,0
'WDF','World Dental Federation',sysdate,0
'WFH','World Federation of Hemophilia',sysdate,0
'WIP','World Institute of Pain',sysdate,0
'WOBY','World Obesity',sysdate,0
'WOFD','World Organization of Family Doctors',sysdate,0
'WPA','World Psychiatric Association',sysdate,0
'WSO','World Stroke Organization',sysdate,0
'WSCS','World Sturgeon Conservation Society',sysdate,0
'YU','Yale University ',sysdate,0
'ZSL','Zoological Society of London',sysdate,0
'AAAS','American Anthropological Association',sysdate,0
'AAAN','American Association of Anatomists',sysdate,0
'AABSP','Association of Applied Biologists',sysdate,0
'AABO','Association for Applied Botany',sysdate,0
'AAS','Australian Anthropological Society',sysdate,0
'AASU','American Association of Suicidology',sysdate,0
'ACA','Australian Council on the Ageing',sysdate,0
'ACAS','American Counseling Association',sysdate,0
'ACCPC','American College of Clinical Pharmacology',sysdate,0
'ACCP','American College of Clinical Pharmacy',sysdate,0
'ACR','American College of Rheumatology',sysdate,0
'ACRE','Association for Conflict Resolution',sysdate,0
'ACS','American Cancer Society',sysdate,0
'ACESO','American Ceramic Society',sysdate,0
'AENS','Australian Entomological Society',sysdate,0
'AECS','Agricultural Economics Society',sysdate,0
'AEPS','American Epilepsy Society',sysdate,0
'AMFA','American Finance Association',sysdate,0
'ASFA','Asian Finance Association',sysdate,0
'AGS','American Geographical Society',sysdate,0
'AGRS','American Geriatrics Society',sysdate,0
'AHA','American Heart Association',sysdate,0
'AHPBA','American Hepato-Pancreato-Biliary Association',sysdate,0
'APHA','American Pharmacists Association',sysdate,0
'APSA','American Psychological Association',sysdate,0
'APSS','Australian Psychological Society',sysdate,0
'APOS','Academy of Political Science',sysdate,0
'APHS','American Physiological Society',sysdate,0
'APSC','Association for Psychological Science',sysdate,0
'ANS','Anatomical Society',sysdate,0
'ARS','Aristotelian Society',sysdate,0
'ASAS','Australian Sonographers Assocaition',sysdate,0
'ASAE','American Society for Aesthetics',sysdate,0
'ASAN','American Society of Andrology',sysdate,0
'ASOA','American Sociological Association',sysdate,0
'ASTA','American Statistical Association',sysdate,0
'ASSA','Asian Society of Andrology',sysdate,0
'ASFG','Austrian Society for Geomechanics',sysdate,0
'ASOG','Austrian Society of Geomechanics',sysdate,0
'AVAN','Association of Veterinary Anaesthetists',sysdate,0
'AVAS','Australian Veterinary Association',sysdate,0
'BESPC','British Ecological Society',sysdate,0
'BENS','British Endodontic Society',sysdate,0
'BPHS','British Pharmacological Society',sysdate,0
'BPSS','British Psychological Society',sysdate,0
'BSFG','British Society for Geomorphology',sysdate,0
'BSOG','British Society of Gerodontology',sysdate,0
'BSOCN','British Society for Nanomedicine',sysdate,0
'TBSFN','British Society for Neuroendocrinology',sysdate,0
'CECA','Canadian Economics Association',sysdate,0
'CENA','Chinese Endocrinologist Association',sysdate,0
'CPS','Cambridge Philosophical Society',sysdate,0
'CHPS','Chinese Pharmacological Society',sysdate,0
'ELSA','Ecological Society of Australia',sysdate,0
'ESA','Economic Society of Australia',sysdate,0
'ENSA','Endocrine Society of Australia',sysdate,0
'EUSA','European Society of Anaesthesiology',sysdate,0
'ENSC','Entomological Society of China',sysdate,0
'ESCHF','European Society of Cardiology',sysdate,0
'ECSJ','Ecological Society of Japan',sysdate,0
'ENSJ','Entomological Society of Japan',sysdate,0
'ESLRS','European Sleep Research Society',sysdate,0
'ESRS','European Society for Rural Sociology',sysdate,0
'GENA','Geneva Association',sysdate,0
'GEOA','Geologists Association',sysdate,0
'HAS','Hartford Seminary',sysdate,0
'HIS','Historical Society',sysdate,0
'IAFAP','International Association for Applied Psychology',sysdate,0
'IAOAP','International Association of Applied Psychology',sysdate,0
'INE','Immanuel Ness',sysdate,0
'INN','Institute of Navigation',sysdate,0
'ISAP','International Society for Apheresis',sysdate,0
'ISA','International Studies Association',sysdate,0
'ISANR','International Society for Antiviral Research',sysdate,0
'ISAUR','International Society for Autism Research',sysdate,0
'ISDER','International Society of Dermatology',sysdate,0
'ISDI','International Society of Differentiation',sysdate,0
'ISNCS','International Society for Neurochemistry',sysdate,0
'ISN','International Society of Nephrology',sysdate,0
'ISNPC','International Society of Neuropathology',sysdate,0
'ISST','Institute of Social Studies',sysdate,0
'ISS','International Stroke Society',sysdate,0
'JPES','Japan Pediatric Society',sysdate,0
'JPSS','Japanese Psychogeriatrics Society',sysdate,0
'JSAP','Japanese Society for Apheresis',sysdate,0
'JSAL','Japanese Society of Allergology',sysdate,0
'JSFST','Japanese Society of Fertility and Sterility',sysdate,0
'JSFSC','Japanese Society of Fisheries Science',sysdate,0
'JSNI','Japanese Society for Neuroimmunology',sysdate,0
'JSNE','Japanese Society of Neurology',sysdate,0
'JSNP','Japanese Society of Neuropathology',sysdate,0
'JSPA','Japanese Society of Pathology',sysdate,0
'JSPH','Japanese Society of Phycology',sysdate,0
'MHI','Medicalhelplines.com Inc',sysdate,0
'MI','Mergent Inc.',sysdate,0
'MAS','Mammal Society',sysdate,0
'MES','Melville Society',sysdate,0
'MOS','Morgan Stanley',sysdate,0
'NCOFR','National Council for Family Relations',sysdate,0
'NCFFR','National Council on Family Relations',sysdate,0
'NRHAL','National Rural Health Alliance',sysdate,0
'DGNUS','Department of Geography, National University of Singapore',sysdate,0
'DMI','Design Management Institute',sysdate,0
'GBSPC','German Bunsen Society for Physical Chemistry',sysdate,0
'GSSRSM','German Society for Sleep Research and Sleep Medicine',sysdate,0
'GAWWW','German Association for Water, Wastewater and Waste',sysdate,0
'GSLM','German Society for Laboratory Medicine',sysdate,0
'DDRC','Developmental Disabilities Research Centers',sysdate,0
'DU','Diabetes UK',sysdate,0
'DI','Dialog Inc',sysdate,0
'DAA','Dietitians Association of Australia',sysdate,0
'DNZ','Dietitians New Zealand',sysdate,0
'DMEF','Direct Marketing Educational Foundation',sysdate,0
'DLDCEC','Division for Learning Disabilities of the Council for Exceptional Children',sysdate,0
'EAWLS','East African Wild Life Society',sysdate,0
'EAEA','East Asian Economic Association',sysdate,0
'EFA','Eastern Finance Association',sysdate,0
'ESS','Eastern Sociological Society',sysdate,0
'EDA','Eating Disorders Association',sysdate,0
'ES','Econometric Society',sysdate,0
'EHS','Economic History Society',sysdate,0
'EHSANZ','Economic History Society of Australia and New Zealand',sysdate,0
'ESSA','Economic Society of South Africa',sysdate,0
'EDUP','Economics Department of the University of Pennsylvania',sysdate,0
'EB','Editorial Board',sysdate,0
'EBTSR','Editorial Board of The Sociological Review',sysdate,0
'ETS','Educational Testing Service',sysdate,0
'ELRI','English Literary Renaissance Inc',sysdate,0
'ESK','Entomological Society of Korea',sysdate,0
'EMS','Environmental Mutagen Society',sysdate,0
'EE','ERP Environment',sysdate,0
'EAACI','European Academy of Allergy and Clinical Immunology',sysdate,0
'EADV','European Academy of Dermatology and Venereology',sysdate,0
'EAM','European Academy of Management',sysdate,0
'EMPPO','European and Mediterranean Plant Protection Organization',sysdate,0
'EACG','European Association for Computer Graphics',sysdate,0
'EACI','European Association for Creativity and Innovation',sysdate,0
'EAEM','European Association for Experimental Mechanics',sysdate,0
'EAO','European Association for Osseointegration',sysdate,0
'EASL','European Association for the Study of the Liver',sysdate,0
'EAVER','European Association for Vision & Eye Research',sysdate,0
'EAGE','European Association of Geoscientists and Engineers',sysdate,0
'EAPP','European Association of Personality Psychology',sysdate,0
'EASA','European Association of Social Anthropologists',sysdate,0
'EBRD','European Bank for Reconstruction and Development',sysdate,0
'EBA','European Biosafety Association',sysdate,0
'EBAC','European Board for Accrediation in Cardiology',sysdate,0
'ECPS','European Cell Proliferation Society',sysdate,0
'EQINT','European College of Equine Internal Medicine',sysdate,0
'ECG','European College of Gerodontology ',sysdate,0
'EUVET','European College of Veterinary Internal Medicine',sysdate,0
'ECVN1','European College of Veterinary Neurology',sysdate,0
'ECMM','European Confederation of Medical Mycology',sysdate,0
'ECPR','European Consortium for Political Research',sysdate,0
'EDTNARCA','European Dialysis and Transplant Nurses Association/European Renal Care Association',sysdate,0
'EEA','European Economic Association',sysdate,0
'EFIS','European Federation for Immunogenetics',sysdate,0
'EFNS','European Federation for Neurological Societies',sysdate,0
'EFSTL','European Federation for the Science and Technology of Lipids',sysdate,0
'EFIMS','European Federation of Immunological Societies',sysdate,0
'EFP','European Federation of Periodontology',sysdate,0
'EFMA','European Financial Management Association',sysdate,0
'EFAS','European Foot and Ankle Society',sysdate,0
'EHA','European Hepato-Pancreato-Biliary Association',sysdate,0
'EIS','European Immunodermatology Society',sysdate,0
'ELITA','European Liver and Intestine Transplant Association',sysdate,0
'EMBO','European Molecular Biology Organization',sysdate,0
'EPFE','European Pain Federation - EFIC ?',sysdate,0
'EPS','European Peptide Society',sysdate,0
'ERA','European Renal Association',sysdate,0
'ERS','European Respiratory Society',sysdate,0
'ESAP','European Society for Analytic Philosophy',sysdate,0
'ESCI','European Society for Clinical Investigation',sysdate,0
'ESCAD','European Society for Cosmetic and Aesthetic Dermatology',sysdate,0
'ESDAR','European Society for Domestic Animal Reproduction',sysdate,0
'ESEBP','European Society for Evolutionary Biology',sysdate,0
'ESOT','European Society for Organ Transplantation',sysdate,0
'ESHS','European Society for the History of Science',sysdate,0
'ESVCP','European Society for Veterinary Clinical Pathology',sysdate,0
'ESCMID','European Society of Clinical Microbiology and Infectious Diseases',sysdate,0
'ESCD','European Society of Contact Dermatology',sysdate,0
'ESGO','European Society of Gynaecological Oncology',sysdate,0
'ESNM','European Society of Neurogastroenterology and Motility',sysdate,0
'ESP','European Society of Photodermatology',sysdate,0
'ESVD','European Society of Veterinary Dermatology',sysdate,0
'EWRS','European Weed Research Society',sysdate,0
'FSFS','F. Scott Fitzgerald Society',sysdate,0
'FFII','Family Firm Institute, Inc.',sysdate,0
'FPI','Family Process Institute',sysdate,0
'FFI','Fauna & Flora International',sysdate,0
'IFSC','International Federation for Structural Concrete',sysdate,0
'FEBS','Federation of European Biochemical Societies',sysdate,0
'FEMS','Federation of European Microbiological Societies',sysdate,0
'FENS','Federation of European Neuroscience Societies',sysdate,0
'FEND','Federation of European Nurses in Diabetes',sysdate,0
'FEPS','Federation of European Physiological Societies ',sysdate,0
'FMSHK','Federation of Medical Societies of Hong Kong',sysdate,0
'FMAI','Financial Management Association International',sysdate,0
'FMS','Finnish Medical Society',sysdate,0
'FSS','Finnish Statistical Society',sysdate,0
'FSBI','Fisheries Society of the British Isles',sysdate,0
'FGB','Fondazione Giacomo Brodolini',sysdate,0
'FAP','Foundation Acta Paediatrica',sysdate,0
'FAR','Foundation Acta Radiologica',sysdate,0
'FCMM','Foundation for Cellular and Molecular Medicine',sysdate,0
'FS','Foundation for SHIL',sysdate,0
'FHLI','Frances Hesselbein Leadership Institute',sysdate,0
'FSC','French Society for Cosmotology',sysdate,0
'FSPT','French Society of Pharmacology and Therapeutics',sysdate,0
'GS','Genetics Society',sysdate,0
'GSA','Geological Society of Australia',sysdate,0
'GSC','Geological Society of China',sysdate,0
'GSJ','Geological Society of Japan',sysdate,0
'GSL','Geological Society of London',sysdate,0
'GORG','Geriatric Oral Research Group',sysdate,0
'GBS','German Botanical Society',sysdate,0
'GCS','German Chemical Society',sysdate,0
'GDS','German Dermatological Society',sysdate,0
'GEA','German Economic Association',sysdate,0
'GGS','German Geotechnical Society',sysdate,0
'GPS','German Pharmaceutical Society',sysdate,0
'GRF','German Research Foundation',sysdate,0
'GSO','German Society for Ornithology',sysdate,0
'GTS','German Transplantation Society ',sysdate,0
'GMS','German-language Mycological Society',sysdate,0
'GOL','Government and Opposition Ltd ',sysdate,0
'GII','Guttmacher Institute Inc',sysdate,0
'HLGLA','Health Libraries Group of the Library Association',sysdate,0
'HRET','Health Research and Educational Trust',sysdate,0
'HFAOA','Heart Failure Association of the ESC',sysdate,0
'HTRS','Hemostasis & Thrombosis Research Society',sysdate,0
'HBPRCA','High Blood Pressure Research Council of Australia',sysdate,0
'HES','History of Education Society',sysdate,0
'HKCC','Hong Kong College of Cardiology',sysdate,0
'HKCP','Hong Kong College of Paediatricians',sysdate,0
'HKEA','Hong Kong Economic Association',sysdate,0
'HKSPO','Hong Kong Society of Professional Optometrists',sysdate,0
'HL','Howard League',sysdate,0
'ISR','Indonesian Society of Respirology',sysdate,0
'IRSA','Industrial Relations Society of Australia',sysdate,0
'II','INSOL International',sysdate,0
'IMBES','International Mind, Brain, and Education Society',sysdate,0
'INS','International Neuromodulation Society',sysdate,0
'IOM','International Organization for Migration',sysdate,0
'IPMDS','International Parkinsons and Movement Disorder Society',sysdate,0
'IPNA','International Pediatric Nephrology Association',sysdate,0
'IPA','International Permafrost Association',sysdate,0
'IPS','International Phycological Society',sysdate,0
'IRA','International Reading Association',sysdate,0
'ISSA','International Social Security Association',sysdate,0
'ISAG','International Society for Animal Genetics',sysdate,0
'ISBS','International Society for Bioengineering and the Skin',sysdate,0
'ISBD','International Society for Bipolar Disorders',sysdate,0
'ISBIS','International Society for Business and Industrial Statistics',sysdate,0
'ISCP','International Society for Chinese Philosophy',sysdate,0
'ISDP','International Society for Developmental Psychobiology',sysdate,0
'ISDE','International Society for Diseases of the Esophagus',sysdate,0
'ISET','International Society for Economic Theory',sysdate,0
'ISEH','International Society for Ecosystem Health',sysdate,0
'ISH','International Society for Hemodialysis',sysdate,0
'ISHNEI','International Society for Holter and Noninvasive Electrocardiology, Inc.',sysdate,0
'ISHAM','International Society for Human and Animal Mycology',sysdate,0
'ISIE','International Society for Industrial Ecology ',sysdate,0
'ISRVD','International Society for Influenza and other Respiratory Virus Diseases',sysdate,0
'ISMRM','International Society for Magnetic Resonance in Medicine',sysdate,0
'ISPAD','International Society for Pediatric and Adolescent Diabetes',sysdate,0
'ISPI','International Society for Performance Improvement',sysdate,0
'ISPOR','International Society for Pharmacoeconomics and Outcomes Research',sysdate,0
'ISPD','International Society for Prenatal Diagnosis',sysdate,0
'ISSM','International Society for Sexual Medicine',sysdate,0
'ISTSS','International Society for Traumatic Stress Studies',sysdate,0
'ISBT','International Society of Blood Transfusion',sysdate,0
'ISCU','International Society of Cardiovascular Ultrasound',sysdate,0
'ISIAQC','International Society of Indoor Air Quality and Climate',sysdate,0
'ISPO','International Society of Paediatric Oncology',sysdate,0
'ISPP','International Society of Political Psychology',sysdate,0
'ISP','International Society of Protistologists',sysdate,0
'ISTM','International Society of Travel Medicine',sysdate,0
'ISUOG','International Society of Ultrasound in Obstetrics and Gynecology',sysdate,0
'ISZS','International Society of Zoological Sciences',sysdate,0
'ISIS','International Society on Infant Studies',sysdate,0
'ISTH','International Society on Thrombosis and Haemostasis',sysdate,0
'ISWA','International Solid Waste Association',sysdate,0
'ISI','International Statistical Institute',sysdate,0
'IUBMB','International Union of Biochemistry and Molecular Biology',sysdate,0
'IFS','Institute for Fiscal Studies',sysdate,0
'ISM','Institute for Supply Management',sysdate,0
'IAD','Institute of Archaeology, Denmark',sysdate,0
'IAG1','Institute of Australian Geographers Inc.',sysdate,0
'ICS','Institute of Classical Studies',sysdate,0
'IDE','Institute of Developing Economies',sysdate,0
'IDS','Institute of Development Studies',sysdate,0
'IEA','Institute of Economic Affairs',sysdate,0
'IEF','Institute of European Finance',sysdate,0
'IFT','Institute of Food Technologists',sysdate,0
'IFSCT','Institute of Food, Science and Technology',sysdate,0
'IHR','Institute of Historical Research',sysdate,0
'IP','Institute of Psychoanalysis',sysdate,0
'IPAS','Institute of Psychology,Chinese Academy of Sciences',sysdate,0
'IPAA','Institute of Public Administration Australia',sysdate,0
'IPAC','Institute of Public Administration of Canada',sysdate,0
'IPPR','Institute of Public Policy Research',sysdate,0
'IWEPCASS','Institute of World Economics and Politics, Chinese Academy of Social Sciences',sysdate,0
'IRAS','Institute on Religion in an Age of Science',sysdate,0
'IDEC','Interior Design Educators Council',sysdate,0
'IAHS','Internaitonal Association of Hydrological Sciences',sysdate,0
'IACD','International Academy of Cosmetic Dermatology',sysdate,0
'IACMR','International Association for Chinese Management Research',sysdate,0
'IADT','International Association for Dental Traumatology',sysdate,0
'IAFN','International Association for Forensic Nurses',sysdate,0
'IARR','International Association for Relationship Research',sysdate,0
'IARIW','International Association for Research in Income and Wealth',sysdate,0
'IASPMUB','International Association for the Study of Popular Music, US Branch',sysdate,0
'IASL','International Association for the Study of the Liver',sysdate,0
'IAVS','International Association for Vegetation Science',sysdate,0
'IAAE','International Association of Agricultural Economists',sysdate,0
'IAAEM','International Association of Aquaculture Economics and Management',sysdate,0
'IAB','International Association of Bioethics',sysdate,0
'IACM','International Association of Conflict Management',sysdate,0
'IAG','International Association of Geoanalysts',sysdate,0
'IAOMS','International Association of Oral and Maxillofacial Surgeons',sysdate,0
'IAOP','International Association of Oral Pathologists',sysdate,0
'IAPD','International Association of Paediatric Dentistry',sysdate,0
'IAS','International Association of Sedimentologists',sysdate,0
'IASSIDD','International Association of the Scientific Study of Intellectual and Developmental Disabilities',sysdate,0
'IBNGS','International Behavioural and Neural Genetics Society',sysdate,0
'IBS','International Biometric Society',sysdate,0
'ICAOT','International Center for Artificial Organ and Transplantation',sysdate,0
'ICRIPCE','International Centre of Research and Information on the Public and Cooperative Economy',sysdate,0
'ICGP','International College of Geriatric Psychoneuropharmacology',sysdate,0
'ICID','International Commission for Irrigation and Drainage',sysdate,0
'ICA','International Communication Association',sysdate,0
'ICPHS','International Council for Philosophy and Humanistic Studies',sysdate,0
'ICSB','International Council for Small Business',sysdate,0
'ICN','International Council of Nurses',sysdate,0
'ICSE','International Council on Systems Engineering',sysdate,0
'IEPA','International Early Psychosis Association',sysdate,0
'IEFS','International Economics and Finance Society',sysdate,0
'IES','International Environmetrics Society',sysdate,0
'IFSR','International Federation for Systems Research',sysdate,0
'IFATS','International Federation of Adipose Therapeutics and Science',sysdate,0
'IFAC','International Federation of Automatic Control',sysdate,0
'IFCB','International Federation of Cell Biology',sysdate,0
'IFDH','International Federation of Dental Hygienists',sysdate,0
'IFORS','International Federation of Operational Research Societies',sysdate,0
'IFPCS','International Federation of Pigment Cell Societies',sysdate,0
'IFAG','International Foundation for Animal Genetics',sysdate,0
'IHS','International Headache Society',sysdate,0
'IHA','International Hepato-Pancreato-Biliary Association',sysdate,0
'IICPR','International Institute for Conflict Prevention & Resolution',sysdate,0
'ILO','International Labour Organization',sysdate,0
'ILEC','International Lake Environment Committee',sysdate,0
'ILA','International Leadership Association',sysdate,0
'ILAE','International League Against Epilepsy',sysdate,0
'ILSI','International Life Sciences Institute',sysdate,0
'POSA','Political Studies Association',sysdate,0
'RECS','Royal Economic Society',sysdate,0
'RENS','Royal Entomological Society',sysdate,0
'RMSPC','Royal Meteorological Society',sysdate,0
'RMIS','Royal Microscopical Society',sysdate,0
'RSTS','Royal Statistical Society',sysdate,0
'RSOS','Rural Sociological Society',sysdate,0
'SCI','Society Chimica Italiana',sysdate,0
'SCIN','Society of Chemical Industry',sysdate,0
'SCSC','Society of Cosmetic Scientists',sysdate,0
'SCSO','Swiss Chemical Society',sysdate,0
'SES','Scottish Economic Society',sysdate,0
'SEST','Society for Educational Studies',sysdate,0
'SCPS','Scandinavian Physiological Society',sysdate,0
'SWPS','Swedish Paediatric Society',sysdate,0
'SOPSA','Southern Political Science Association',sysdate,0
'SWPSA','Swiss Political Science Association',sysdate,0
'SRA','Society for Research on Adolescence',sysdate,0
'SRAN','Society for Risk Analysis',sysdate,0
'SSA','Society for the Study of Addiction',sysdate,0
'SSAU','Statistical Society of Australia',sysdate,0
'SSOI','Scandanavian Society of Immunology',sysdate,0
'SSI','Scandinavian Society for Immunology',sysdate,0
'TPHS','The Philological Society',sysdate,0
'TPRS','The Protein Society',sysdate,0
'UPU','UNESCO Publishing',sysdate,0
'UPH','University of Phoenix',sysdate,0
'WIHS','Willi Hennig Society',sysdate,0
'WOHS','Wound Healing Society',sysdate,0